Ticker,Asset_Class,Sector,Industry_Theme,Instrument_Form,Instrument_Type,Peer_Group,Hierarchy_Level,Decision_Support_State,Detection_State,Signal_Window,ML_Quality,ML_Daily_PctRank,Confirmation_State,Structure_State,Structure_History_Status,Rotation_State,Momentum_Score,Acceleration_Score,Trend_Score,Rotation_Readiness_Score,Early_Rotation_State,Early_Rotation_Score,Pct_Above_EMA20,EMA20_Slope_5D_Pct,MA30_Slope_5D_Pct,Price,EMA20,MA30,MA50,MA100,MA200,Pct_Above_EMA20_MA,Days_Since_Price_EMA20_Cross,EMA20_Slope_5D_Pct_MA,MA30_Slope_5D_Pct_MA,PeerPct_Momentum,PeerPct_Acceleration,PeerPct_Trend,PeerPct_Rotation_Readiness,PeerPct_Early_Rotation,PeerPct_Pct_Above_EMA20,PeerPct_EMA20_Slope_5D_Pct,PeerPct_ML_Daily_PctRank,PeerPct__Rotation_State,PeerPct__Early_State,PeerPct__Decision_State,Peer_Group_Size,Peer_Comparison_Available,Peer_Relative_Read,Asset_Class_Size,AssetClass_Pct_Leader_or_Emerging,AssetClass_Pct_Early_or_Building,AssetClass_Pct_New_Detection,AssetClass_Pct_Structural_Caution,Asset_Class_Read,Sector_Size,Sector_Pct_Leader_or_Emerging,Sector_Pct_Early_or_Building,Sector_Pct_New_Detection,Sector_Pct_Structural_Caution,Sector_Read,PeerGroup_Size_Summary,Peer_Group_Read,PeerGroup_Pct_Leader_or_Emerging,PeerGroup_Pct_Early_or_Building,PeerGroup_Pct_New_Detection,PeerGroup_Pct_Structural_Caution,Asset_Current_Positive,Asset_Peer_Positive,Peer_Group_Positive,Sector_Positive,Asset_Class_Positive,Peer_Group_Negative,Sector_Negative,Asset_Class_Negative,Support_Level_Count,Caution_Level_Count,Vertical_Hierarchy_Read,Hierarchy_Path,Vertical_Context
CORN,Commodities,Agriculture,Corn,ETF,Commodity ETF,Agriculture Commodities,Commodity,● ESTABLISHED LEADER,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▲ CONFIRMED LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,LEADER,72.24898236092267,83.5820895522388,100.0,82.58666892808685,EARLY ENTRY,87.01492537313432,0.02,1.435,1.776,19.92,19.53,18.946,18.46,18.154,18.0,0.02,21,1.435,1.776,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,,0.8333333333333334,0.8333333333333334,0.8333333333333334,3,YES,▲ STRONG WITHIN PEERS,9,0.4444444444444444,0.3333333333333333,0.0,0.3333333333333333,▼ MIXED / CAUTION,3,0.6666666666666666,0.6666666666666666,0.0,0.0,▲ BROAD STRENGTH,3,▲ BROAD GROUP STRENGTH,0.6666666666666666,0.6666666666666666,0.0,0.0,True,True,True,True,False,False,False,True,4,1,★ STRONG HIERARCHICAL CONFIRMATION,Commodities → Agriculture → Agriculture Commodities → CORN,Asset Class: ▼ MIXED / CAUTION | Sector: ▲ BROAD STRENGTH | Peer Group: ▲ BROAD GROUP STRENGTH | Asset vs Peers: ▲ STRONG WITHIN PEERS
CIBR,Equities,Technology,Cybersecurity,ETF,Thematic ETF,Cybersecurity,Theme,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,WEAKENING,62.546359113523295,11.940298507462686,70.0,49.22795115332429,NO SIGNAL,29.268656716417908,-0.01,-0.665,0.909,94.4,95.307,96.427,94.307,87.255,77.717,-0.01,7,-0.665,0.909,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,9,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.1111111111111111,▲ BROAD NEW DETECTION,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,1,0,● MIXED HIERARCHY,Equities → Technology → Cybersecurity → CIBR,Asset Class: ● MIXED | Sector: ▲ BROAD NEW DETECTION | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
DRAM,Equities,Technology,Semiconductors / Memory,ETF,Thematic ETF,Semiconductors,Industry/Theme,— MONITOR,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,★★ ELITE,1.0,▲ EARLY CONFIRMATION,▲ POSITIVE AVAILABLE STRUCTURE,MA200 NOT YET AVAILABLE,WATCH,,98.50746268656717,100.0,,EARLY ENTRY,97.68656716417912,0.029,2.934,3.048,59.1,57.407,55.712,56.127,56.562,,0.029,6,2.934,3.048,,1.0,1.0,,1.0,1.0,1.0,,0.5,0.6666666666666666,0.3333333333333333,3,YES,▲ STRONG WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,9,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.1111111111111111,▲ BROAD NEW DETECTION,3,▲ BROAD NEW DETECTION,0.3333333333333333,1.0,0.6666666666666666,0.0,True,True,True,True,False,False,False,False,4,0,★ STRONG HIERARCHICAL CONFIRMATION,Equities → Technology → Semiconductors → DRAM,Asset Class: ● MIXED | Sector: ▲ BROAD NEW DETECTION | Peer Group: ▲ BROAD NEW DETECTION | Asset vs Peers: ▲ STRONG WITHIN PEERS
SMH,Equities,Technology,Semiconductors,ETF,Industry ETF,Semiconductors,Industry,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,▲ EARLY CONFIRMATION,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WATCH,60.730438715513344,67.16417910447761,60.0,62.47795115332429,EARLY ENTRY,85.55223880597015,0.008,0.528,0.96,568.53,563.989,565.693,569.104,573.028,482.055,0.008,0,0.528,0.96,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,,0.5,0.6666666666666666,0.8333333333333334,3,YES,● MIDDLE OF PEER GROUP,50,0.18,0.26,0.16,0.22,● MIXED,9,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.1111111111111111,▲ BROAD NEW DETECTION,3,▲ BROAD NEW DETECTION,0.3333333333333333,1.0,0.6666666666666666,0.0,True,False,True,True,False,False,False,False,3,0,▲ MULTI-LEVEL SUPPORT,Equities → Technology → Semiconductors → SMH,Asset Class: ● MIXED | Sector: ▲ BROAD NEW DETECTION | Peer Group: ▲ BROAD NEW DETECTION | Asset vs Peers: ● MIDDLE OF PEER GROUP
SOXX,Equities,Technology,Semiconductors,ETF,Industry ETF,Semiconductors,Industry,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,▲ EMERGING CONFIRMATION,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,EMERGING,59.47082767978291,80.59701492537313,60.0,65.94097693351425,EARLY ENTRY,86.74626865671641,0.011,0.478,0.772,527.07,521.185,524.488,531.523,537.028,436.334,0.011,0,0.478,0.772,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,,1.0,0.6666666666666666,0.8333333333333334,3,YES,▲ ABOVE-AVERAGE WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,9,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.1111111111111111,▲ BROAD NEW DETECTION,3,▲ BROAD NEW DETECTION,0.3333333333333333,1.0,0.6666666666666666,0.0,True,True,True,True,False,False,False,False,4,0,★ STRONG HIERARCHICAL CONFIRMATION,Equities → Technology → Semiconductors → SOXX,Asset Class: ● MIXED | Sector: ▲ BROAD NEW DETECTION | Peer Group: ▲ BROAD NEW DETECTION | Asset vs Peers: ▲ ABOVE-AVERAGE WITHIN PEERS
IGV,Equities,Technology,Software,ETF,Industry ETF,Software,Industry,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,● MODERATE,0.7692307692307693,— NOT CONFIRMED,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,WATCH,50.86047037539575,7.462686567164178,70.0,42.62601763907735,NO SIGNAL,25.089552238805965,-0.016,-0.603,1.823,101.52,103.173,103.222,98.839,94.979,93.609,-0.016,3,-0.603,1.823,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,9,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.1111111111111111,▲ BROAD NEW DETECTION,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,1,0,● MIXED HIERARCHY,Equities → Technology → Software → IGV,Asset Class: ● MIXED | Sector: ▲ BROAD NEW DETECTION | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
XLK,Equities,Technology,Broad Technology,ETF,Sector ETF,Technology,Sector,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,★ VERY HIGH,0.9230769230769232,▲ CONFIRMED LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,LEADER,74.56354590682949,64.17910447761194,100.0,77.80732700135685,EARLY ENTRY,87.46268656716418,0.012,0.583,1.318,187.67,185.492,185.403,182.727,180.304,161.115,0.012,0,0.583,1.318,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,9,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.1111111111111111,▲ BROAD NEW DETECTION,1,SINGLE-ASSET GROUP,1.0,1.0,1.0,0.0,True,False,False,True,False,False,False,False,2,0,▲ ASSET + SECTOR SUPPORT / NO PEER SET,Equities → Technology → Technology → XLK,Asset Class: ● MIXED | Sector: ▲ BROAD NEW DETECTION | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
XLU,Equities,Utilities,Broad Utilities,ETF,Sector ETF,Utilities,Sector,▼ STRUCTURAL CAUTION,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,LAGGING,28.669154228855724,73.13432835820896,0.0,34.84141791044777,NO SIGNAL,32.08955223880597,-0.018,-0.492,-0.964,42.39,43.158,43.4,44.219,44.489,44.281,-0.018,2,-0.492,-0.964,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,1,0.0,0.0,0.0,1.0,▼ BROAD STRUCTURAL PRESSURE,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,1.0,False,False,False,False,False,False,True,False,0,1,● MIXED HIERARCHY,Equities → Utilities → Utilities → XLU,Asset Class: ● MIXED | Sector: ▼ BROAD STRUCTURAL PRESSURE | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
TIP,Fixed Income,Treasuries,Inflation-Protected Treasuries,ETF,Bond ETF,Inflation-Protected Bonds,Duration/Inflation,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,— NOT CONFIRMED,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,WATCH,41.3783355947535,74.6268656716418,0.0,41.008310719131615,NO SIGNAL,43.28358208955224,-0.01,-0.202,-0.036,105.84,106.871,106.991,107.056,107.391,107.16,-0.01,9,-0.202,-0.036,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,4,0.0,0.0,0.0,0.75,▼ BROAD STRUCTURAL PRESSURE,4,0.0,0.0,0.0,0.75,▼ BROAD STRUCTURAL PRESSURE,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,1.0,False,False,False,False,False,False,True,True,0,2,▼ MULTI-LEVEL CAUTION,Fixed Income → Treasuries → Inflation-Protected Bonds → TIP,Asset Class: ▼ BROAD STRUCTURAL PRESSURE | Sector: ▼ BROAD STRUCTURAL PRESSURE | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
IEF,Fixed Income,Treasuries,7-10 Year U.S. Treasury,ETF,Bond ETF,Intermediate Treasuries,Duration,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,LAGGING,34.11917684305744,68.65671641791045,0.0,35.95064450474898,NO SIGNAL,36.791044776119406,-0.013,-0.406,-0.162,91.01,92.209,92.481,92.629,92.927,93.427,-0.013,9,-0.406,-0.162,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,4,0.0,0.0,0.0,0.75,▼ BROAD STRUCTURAL PRESSURE,4,0.0,0.0,0.0,0.75,▼ BROAD STRUCTURAL PRESSURE,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,1.0,False,False,False,False,False,False,True,True,0,2,▼ MULTI-LEVEL CAUTION,Fixed Income → Treasuries → Intermediate Treasuries → IEF,Asset Class: ▼ BROAD STRUCTURAL PRESSURE | Sector: ▼ BROAD STRUCTURAL PRESSURE | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
TLT,Fixed Income,Treasuries,20+ Year U.S. Treasury,ETF,Bond ETF,Long Treasuries,Duration,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,LAGGING,32.232021709633656,71.64179104477611,0.0,35.99694708276798,NO SIGNAL,38.13432835820896,-0.013,-0.391,-0.237,80.87,81.972,82.041,82.58,83.502,84.5,-0.013,8,-0.391,-0.237,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,4,0.0,0.0,0.0,0.75,▼ BROAD STRUCTURAL PRESSURE,4,0.0,0.0,0.0,0.75,▼ BROAD STRUCTURAL PRESSURE,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,1.0,False,False,False,False,False,False,True,True,0,2,▼ MULTI-LEVEL CAUTION,Fixed Income → Treasuries → Long Treasuries → TLT,Asset Class: ▼ BROAD STRUCTURAL PRESSURE | Sector: ▼ BROAD STRUCTURAL PRESSURE | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
SHY,Fixed Income,Treasuries,1-3 Year U.S. Treasury,ETF,Bond ETF,Short Treasuries,Duration,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,— NOT CONFIRMED,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WATCH,49.82926277702397,85.07462686567165,30.0,55.44555630936228,NO SIGNAL,52.70149253731344,-0.003,-0.07,0.024,81.37,81.624,81.669,81.569,81.414,81.215,-0.003,3,-0.07,0.024,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,4,0.0,0.0,0.0,0.75,▼ BROAD STRUCTURAL PRESSURE,4,0.0,0.0,0.0,0.75,▼ BROAD STRUCTURAL PRESSURE,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,True,0,2,▼ MULTI-LEVEL CAUTION,Fixed Income → Treasuries → Short Treasuries → SHY,Asset Class: ▼ BROAD STRUCTURAL PRESSURE | Sector: ▼ BROAD STRUCTURAL PRESSURE | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
VIXY,Volatility,Equity Volatility,VIX Short-Term Futures,ETF,Volatility ETF,Volatility,Volatility,▼ STRUCTURAL CAUTION,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,LAGGING,20.007914970601536,95.52238805970148,0.0,37.66027815468114,NO SIGNAL,35.373134328358205,-0.038,-1.745,-3.544,17.3,17.983,18.455,19.495,22.292,25.64,-0.038,0,-1.745,-3.544,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,1,0.0,0.0,0.0,1.0,▼ BROAD STRUCTURAL PRESSURE,1,0.0,0.0,0.0,1.0,▼ BROAD STRUCTURAL PRESSURE,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,1.0,False,False,False,False,False,False,True,True,0,2,▼ MULTI-LEVEL CAUTION,Volatility → Equity Volatility → Volatility → VIXY,Asset Class: ▼ BROAD STRUCTURAL PRESSURE | Sector: ▼ BROAD STRUCTURAL PRESSURE | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
